Detail,punter,punt_distance,returner,return_distance,tackler,penalized_player,downer,blocker,recoverer,end_location,play_outcome,unprocessed
Jack Fox punts 37 yards out of bounds,Jack Fox,37.0,,,,,,,,,out of bounds,yards
Cameron Johnston punts 53 yards returned by Brandon Aiyuk for 18 yards (tackle by Neville Hewitt),Cameron Johnston,53.0,Brandon Aiyuk,18.0,Neville Hewitt,,,,,,,yards  yards (
AJ Cole punts 44 yards out of bounds,AJ Cole,44.0,,,,,,,,,out of bounds,yards
Jordan Berry punts 55 yards returned by David Moore for 10 yards (tackle by Josh Metellus),Jordan Berry,55.0,David Moore,10.0,Josh Metellus,,,,,,,yards  yards (
Braden Mann punts 38 yards fair catch by Kenjon Barner at TB-10,Braden Mann,38.0,Kenjon Barner,,,,,,,TB-10,,yards
Lac Edwards punts 59 yards returned by Deonte Harris for 1 yard (tackle by Brandon Zylstra),Lac Edwards,59.0,Deonte Harris,1.0,Brandon Zylstra,,,,,,,yards  yard (
Rigoberto Sanchez punts 45 yards out of bounds,Rigoberto Sanchez,45.0,,,,,,,,,out of bounds,yards
Blake Gillikin punts 41 yards out of bounds,Blake Gillikin,41.0,,,,,,,,,out of bounds,yards
Jordan Berry punts 44 yards fair catch by David Moore at GB-36,Jordan Berry,44.0,David Moore,,,,,,,GB-36,,yards
Arryn Siposs punts 39 yards downed by Josiah Scott,Arryn Siposs,39.0,,,,,Josiah Scott,,,,,yards
Johnny Hekker punts 39 yards fair catch by Devin Duvernay at BAL-14,Johnny Hekker,39.0,Devin Duvernay,,,,,,,BAL-14,,yards
Sterling Hofrichter punts 35 yards fair catch by Braxton Berrios at NYJ-17,Sterling Hofrichter,35.0,Braxton Berrios,,,,,,,NYJ-17,,yards
Mitch Wishnowsky punts 36 yards returned by Desmond King for 8 yards (tackle by Mark Nzeocha),Mitch Wishnowsky,36.0,Desmond King,8.0,Mark Nzeocha,,,,,,,yards  yards (
Lac Edwards punts 62 yards returned by Deonte Harris for 2 yards (tackle by Jermaine Carter). Penalty on J.T. Gray: Offensive Illegal Block Above the Waist 4 yards (accepted),Lac Edwards,62.0,Deonte Harris,2.0,Jermaine Carter,J.T. Gray,,,,,,yards  yards (.  Offensive Illegal Block Above the Waist 4 yards (accepted)
Ty Long punts 42 yards recovered by Kemon Hall at DEN-49,Ty Long,42.0,,,,,,,,DEN-49,,yards recovered by Kemon Hall
Jack Fox punts 57 yards returned by Freddie Swain for 2 yards (tackle by Jessie Lemonier). Penalty on Edmond Robinson: Offensive Holding 10 yards (accepted),Jack Fox,57.0,Freddie Swain,2.0,Jessie Lemonier,Edmond Robinson,,,,,,yards  yards (.  Offensive Holding 10 yards (accepted)
Braden Mann punts 32 yards out of bounds,Braden Mann,32.0,,,,,,,,,out of bounds,yards
Cameron Johnston punts 49 yards returned by Travis Benjamin for 11 yards (tackle by Garret Wallow and Jon Weeks),Cameron Johnston,49.0,Travis Benjamin,11.0,Garret Wallow and Jon Weeks,,,,,,,yards  yards (
Michael Palardy punts 32 yards fair catch by Chester Rogers at TEN-14,Michael Palardy,32.0,Chester Rogers,,,,,,,TEN-14,,yards
Jordan Berry punts 46 yards returned by David Moore for 21 yards (tackle by Tye Smith). Penalty on Tye Smith: Unnecessary Roughness / Defense 15 yards (accepted),Jordan Berry,46.0,David Moore,21.0,Tye Smith,Tye Smith,,,,,,yards  yards (.  Unnecessary Roughness / Defense 15 yards (accepted)
JK Scott punts 34 yards fair catch by Gunner Olszewski at NE-20,JK Scott,34.0,Gunner Olszewski,,,,,,,NE-20,,yards
Sterling Hofrichter punts 39 yards fair catch by Braxton Berrios at NYJ-34,Sterling Hofrichter,39.0,Braxton Berrios,,,,,,,NYJ-34,,yards
Brett Kern punts 46 yards downed by Nick Westbrook-Ikhine,Brett Kern,46.0,,,,,Nick Westbrook-Ikhine,,,,,yards
Blake Gillikin punts 31 yards fair catch by Alex Erickson at CAR-8,Blake Gillikin,31.0,Alex Erickson,,,,,,,CAR-8,,yards
Sam Martin punts 40 yards returned by Andre Roberts for 4 yards (tackle by P.J. Locke and Aaron Patrick),Sam Martin,40.0,Andre Roberts,4.0,P.J. Locke and Aaron Patrick,,,,,,,yards  yards (
Lac Edwards punts 39 yards returned by Deonte Harris for 2 yards (tackle by Stantley Thomas-Oliver),Lac Edwards,39.0,Deonte Harris,2.0,Stantley Thomas-Oliver,,,,,,,yards  yards (
Thomas Morstead punts 37 yards touchback.,Thomas Morstead,37.0,,,,,,,,,touchback,yards .
Jake Bailey punts 40 yards returned by Tavon Austin for 3 yards (tackle by Justin Bethel),Jake Bailey,40.0,Tavon Austin,3.0,Justin Bethel,,,,,,,yards  yards (
Ryan Winslow punts 38 yards fair catch by Jalen Reagor at PHI-42,Ryan Winslow,38.0,Jalen Reagor,,,,,,,PHI-42,,yards
Tommy Townsend punts 35 yards returned by Trent Taylor for 3 yards (tackle by Noah Gray and Michael Burton),Tommy Townsend,35.0,Trent Taylor,3.0,Noah Gray and Michael Burton,,,,,,,yards  yards (
Blake Gillikin punts 34 yards downed by Andrew Dowell,Blake Gillikin,34.0,,,,,Andrew Dowell,,,,,yards
Riley Dixon punts 33 yards downed by Cam Brown,Riley Dixon,33.0,,,,,Cam Brown,,,,,yards
Rigoberto Sanchez punts 38 yards downed by Ashton Dulin,Rigoberto Sanchez,38.0,,,,,Ashton Dulin,,,,,yards
Arryn Siposs punts 35 yards fair catch by DeAndre Carter at WAS-9,Arryn Siposs,35.0,DeAndre Carter,,,,,,,WAS-9,,yards
Cameron Johnston punts 49 yards returned by Brandon Aiyuk for -5 yards (tackle by Terrence Brooks),Cameron Johnston,49.0,Brandon Aiyuk,-5.0,Terrence Brooks,,,,,,,yards  yards (
Lac Edwards punts 37 yards returned by Deonte Harris for 3 yards (tackle by Sam Franklin),Lac Edwards,37.0,Deonte Harris,3.0,Sam Franklin,,,,,,,yards  yards (
Pat O'Donnell punts 56 yards returned by Pharoh Cooper for 17 yards (tackle by Thomas Graham),Pat O'Donnell,56.0,Pharoh Cooper,17.0,Thomas Graham,,,,,,,yards  yards (
Bryan Anger punts 45 yards fair catch by Christian Kirk at ARI-43,Bryan Anger,45.0,Christian Kirk,,,,,,,ARI-43,,yards
JK Scott punts 47 yards fair catch by Gunner Olszewski at NE-22,JK Scott,47.0,Gunner Olszewski,,,,,,,NE-22,,yards
Mitch Wishnowsky punts 43 yards out of bounds,Mitch Wishnowsky,43.0,,,,,,,,,out of bounds,yards
Johnny Hekker punts 53 yards fair catch by Devin Duvernay at BAL-13,Johnny Hekker,53.0,Devin Duvernay,,,,,,,BAL-13,,yards
Ryan Winslow punts 46 yards returned by Jalen Reagor for 7 yards (tackle by Troy Apke),Ryan Winslow,46.0,Jalen Reagor,7.0,Troy Apke,,,,,,,yards  yards (
Kevin Huber punts 27 yards returned by Demarcus Robinson for 3 yards (tackle by Austin Calitro),Kevin Huber,27.0,Demarcus Robinson,3.0,Austin Calitro,,,,,,,yards  yards (
Brett Kern punts 37 yards downed by Matthias Farley,Brett Kern,37.0,,,,,Matthias Farley,,,,,yards
AJ Cole punts 60 yards touchback.,AJ Cole,60.0,,,,,,,,,touchback,yards .
Thomas Morstead punts 48 yards returned by Marquez Stevenson for 19 yards (tackle by Keith Smith),Thomas Morstead,48.0,Marquez Stevenson,19.0,Keith Smith,,,,,,,yards  yards (
Sam Koch punts 61 yards returned by Brandon Powell for 18 yards (tackle by Nick Moore),Sam Koch,61.0,Brandon Powell,18.0,Nick Moore,,,,,,,yards  yards (
Riley Dixon punts 38 yards downed by Keion Crossen,Riley Dixon,38.0,,,,,Keion Crossen,,,,,yards
Rigoberto Sanchez punts 55 yards returned by Hunter Renfrow for 16 yards (tackle by Bobby Okereke),Rigoberto Sanchez,55.0,Hunter Renfrow,16.0,Bobby Okereke,,,,,,,yards  yards (
Tommy Townsend punts 31 yards fair catch by Trent Taylor at CIN-14,Tommy Townsend,31.0,Trent Taylor,,,,,,,CIN-14,,yards
Braden Mann punts 46 yards returned by Kenjon Barner for 3 yards (tackle by Thomas Hennessy and Hamsah Nasirildeen),Braden Mann,46.0,Kenjon Barner,3.0,Thomas Hennessy and Hamsah Nasirildeen,,,,,,,yards  yards (
Bryan Anger punts 51 yards fair catch by Christian Kirk at ARI-23,Bryan Anger,51.0,Christian Kirk,,,,,,,ARI-23,,yards
JK Scott punts 40 yards fair catch by Gunner Olszewski at NE-26,JK Scott,40.0,Gunner Olszewski,,,,,,,NE-26,,yards
Sterling Hofrichter punts 30 yards fair catch by Braxton Berrios at NYJ-9,Sterling Hofrichter,30.0,Braxton Berrios,,,,,,,NYJ-9,,yards
Pat O'Donnell punts 52 yards touchback.,Pat O'Donnell,52.0,,,,,,,,,touchback,yards .
Andy Lee punts 43 yards returned by CeeDee Lamb for 17 yards (tackle by Aaron Brewer and Darrell Daniels),Andy Lee,43.0,CeeDee Lamb,17.0,Aaron Brewer and Darrell Daniels,,,,,,,yards  yards (
Braden Mann punts 38 yards out of bounds,Braden Mann,38.0,,,,,,,,,out of bounds,yards
Lac Edwards punts 38 yards fair catch by Deonte Harris at NO-41,Lac Edwards,38.0,Deonte Harris,,,,,,,NO-41,,yards
Cameron Johnston punts 41 yards touchback.,Cameron Johnston,41.0,,,,,,,,,touchback,yards .
Blake Gillikin punts 46 yards fair catch by Alex Erickson at CAR-23,Blake Gillikin,46.0,Alex Erickson,,,,,,,CAR-23,,yards
Jordan Berry punts 64 yards returned by David Moore for 2 yards (tackle by Harrison Hand),Jordan Berry,64.0,David Moore,2.0,Harrison Hand,,,,,,,yards  yards (
Brett Kern punts fair catch by Jevon Holland at MIA-12. Penalty on Brandon Jones: Roughing the Kicker 15 yards (accepted) (no play),,,Jevon Holland,,,,,,,MIA-12. Penalty on Brandon Jones: Roughing the Kicker 15 yards (accepted) (no play),,Brett Kern punts
Andy Lee punts 47 yards returned by CeeDee Lamb for -2 yards (tackle by Charles Washington),Andy Lee,47.0,CeeDee Lamb,-2.0,Charles Washington,,,,,,,yards  yards (
Pat O'Donnell punts 35 yards downed by Thomas Graham,Pat O'Donnell,35.0,,,,,Thomas Graham,,,,,yards
Corey Bojorquez punts 39 yards touchback.,Corey Bojorquez,39.0,,,,,,,,,touchback,yards .
Michael Palardy punts 41 yards returned by Easop Winston for 10 yards (tackle by Andrew Van Ginkel),Michael Palardy,41.0,Easop Winston,10.0,Andrew Van Ginkel,,,,,,,yards  yards (
Blake Gillikin punts 49 yards returned by Tommylee Lewis for -1 yards (tackle by Kawaan Baker),Blake Gillikin,49.0,Tommylee Lewis,-1.0,Kawaan Baker,,,,,,,yards  yards (
Blake Gillikin punts 42 yards returned by Tommylee Lewis for no gain (tackle by Zack Baun). Penalty on Noah Igbinoghene: Illegal Use of Hands / Offense 10 yards (accepted),Blake Gillikin,42.0,Tommylee Lewis,0.0,Zack Baun,Noah Igbinoghene,,,,,,yards  (.  Illegal Use of Hands / Offense 10 yards (accepted)
Michael Palardy punts 37 yards fair catch by Easop Winston at NO-17,Michael Palardy,37.0,Easop Winston,,,,,,,NO-17,,yards
Blake Gillikin punts 46 yards fair catch by Jevon Holland at MIA-28,Blake Gillikin,46.0,Jevon Holland,,,,,,,MIA-28,,yards
Michael Palardy punts 47 yards returned by Easop Winston for no gain (tackle by Vince Biegel),Michael Palardy,47.0,Easop Winston,0.0,Vince Biegel,,,,,,,yards  (
Blake Gillikin punts 45 yards fair catch by Jevon Holland at MIA-24,Blake Gillikin,45.0,Jevon Holland,,,,,,,MIA-24,,yards
Blake Gillikin punts 38 yards fair catch by Jevon Holland at MIA-14,Blake Gillikin,38.0,Jevon Holland,,,,,,,MIA-14,,yards
Blake Gillikin punts 42 yards fair catch by Jevon Holland at MIA-19,Blake Gillikin,42.0,Jevon Holland,,,,,,,MIA-19,,yards
Michael Palardy punts 43 yards downed by Mack Hollins,Michael Palardy,43.0,,,,,Mack Hollins,,,,,yards
Blake Gillikin punts 54 yards returned by Jevon Holland for 10 yards (tackle by Andrew Dowell),Blake Gillikin,54.0,Jevon Holland,10.0,Andrew Dowell,,,,,,,yards  yards (
Michael Palardy punts 42 yards downed by Mack Hollins,Michael Palardy,42.0,,,,,Mack Hollins,,,,,yards
Michael Palardy punts 45 yards returned by Easop Winston for 17 yards (tackle by Calvin Munson),Michael Palardy,45.0,Easop Winston,17.0,Calvin Munson,,,,,,,yards  yards (
Arryn Siposs punts 39 yards. Penalty on Andre Chachere: Illegal Touch Kick 5 yards (accepted),Arryn Siposs,39.0,,,,Andre Chachere,,,,,,yards.  Illegal Touch Kick 5 yards (accepted)
Jake Bailey punts 46 yards returned by Marquez Stevenson for 4 yards (tackle by Brandon Bolden),Jake Bailey,46.0,Marquez Stevenson,4.0,Brandon Bolden,,,,,,,yards  yards (
Jordan Berry punts 37 yards out of bounds,Jordan Berry,37.0,,,,,,,,,out of bounds,yards
Michael Dickson punts 41 yards returned by Dazz Newsome for no gain (tackle by Travis Homer). Penalty on Dee Virgin: Offensive Holding 10 yards (accepted),Michael Dickson,41.0,Dazz Newsome,0.0,Travis Homer,Dee Virgin,,,,,,yards  (.  Offensive Holding 10 yards (accepted)
Corliss Waitman punts 58 yards returned by Mecole Hardman for 18 yards (tackle by Derrek Tuszka),Corliss Waitman,58.0,Mecole Hardman,18.0,Derrek Tuszka,,,,,,,yards  yards (
Bryan Anger punts 47 yards returned by DeAndre Carter for 7 yards (tackle by Sean McKeon and C.J. Goodwin),Bryan Anger,47.0,DeAndre Carter,7.0,Sean McKeon and C.J. Goodwin,,,,,,,yards  yards (
Thomas Morstead punts 54 yards returned by Kalif Raymond for 19 yards (tackle by Duron Harmon),Thomas Morstead,54.0,Kalif Raymond,19.0,Duron Harmon,,,,,,,yards  yards (
Sterling Hofrichter punts 45 yards returned by Alex Erickson for 16 yards (tackle by Grant Stuard),Sterling Hofrichter,45.0,Alex Erickson,16.0,Grant Stuard,,,,,,,yards  yards (
Sam Martin punts 54 yards out of bounds,Sam Martin,54.0,,,,,,,,,out of bounds,yards
Riley Dixon punts 47 yards returned by Jalen Reagor for -4 yards (tackle by Cam Brown),Riley Dixon,47.0,Jalen Reagor,-4.0,Cam Brown,,,,,,,yards  yards (
Pat O'Donnell punts 64 yards touchback.,Pat O'Donnell,64.0,,,,,,,,,touchback,yards .
Arryn Siposs punts 41 yards returned by Pharoh Cooper for 3 yards (tackle by Alex Singleton and Jack Stoll),Arryn Siposs,41.0,Pharoh Cooper,3.0,Alex Singleton and Jack Stoll,,,,,,,yards  yards (
AJ Cole punts 38 yards fair catch by Diontae Spencer at DEN-11,AJ Cole,38.0,Diontae Spencer,,,,,,,DEN-11,,yards
Riley Dixon punts 48 yards touchback.,Riley Dixon,48.0,,,,,,,,,touchback,yards .
Tress Way punts 50 yards returned by CeeDee Lamb for 21 yards (tackle by Casey Toohill),Tress Way,50.0,CeeDee Lamb,21.0,Casey Toohill,,,,,,,yards  yards (
Arryn Siposs punts 39 yards returned by Pharoh Cooper for 13 yards (tackle by Marcus Epps),Arryn Siposs,39.0,Pharoh Cooper,13.0,Marcus Epps,,,,,,,yards  yards (
Sam Martin punts 28 yards out of bounds,Sam Martin,28.0,,,,,,,,,out of bounds,yards
Thomas Morstead punts 61 yards downed by Josh Harris. Penalty on Mark Gilbert: Illegal Formation 5 yards (declined),Thomas Morstead,61.0,,,,Mark Gilbert,Josh Harris.  Illegal Formation 5 yards (declined),,,,,yards
Riley Dixon punts 28 yards fair catch by Jalen Reagor at PHI-16,Riley Dixon,28.0,Jalen Reagor,,,,,,,PHI-16,,yards
Jack Fox punts 52 yards returned by Avery Williams for 13 yards (tackle by Derrick Barnes),Jack Fox,52.0,Avery Williams,13.0,Derrick Barnes,,,,,,,yards  yards (
Johnny Hekker punts 53 yards fair catch by Dede Westbrook at MIN-22,Johnny Hekker,53.0,Dede Westbrook,,,,,,,MIN-22,,yards
Arryn Siposs punts 51 yards fair catch by Pharoh Cooper at NYG-25,Arryn Siposs,51.0,Pharoh Cooper,,,,,,,NYG-25,,yards
Cameron Johnston punts 53 yards fair catch by Maurice Ffrench at LAC-30,Cameron Johnston,53.0,Maurice Ffrench,,,,,,,LAC-30,,yards
Corliss Waitman punts 63 yards touchback.,Corliss Waitman,63.0,,,,,,,,,touchback,yards .
Jordan Berry punts 47 yards returned by Brandon Powell for 14 yards (tackle by Troy Dye),Jordan Berry,47.0,Brandon Powell,14.0,Troy Dye,,,,,,,yards  yards (
Michael Dickson punts 41 yards returned by Dazz Newsome for 28 yards (tackle by Penny Hart),Michael Dickson,41.0,Dazz Newsome,28.0,Penny Hart,,,,,,,yards  yards (
Sam Koch punts 47 yards returned by Trent Taylor for 6 yards (tackle by Nick Moore),Sam Koch,47.0,Trent Taylor,6.0,Nick Moore,,,,,,,yards  yards (
Sam Koch punts 43 yards returned by Trent Taylor for 10 yards (tackle by Eric Tomlinson),Sam Koch,43.0,Trent Taylor,10.0,Eric Tomlinson,,,,,,,yards  yards (
Jordan Berry punts 63 yards downed by Kris Boyd,Jordan Berry,63.0,,,,,Kris Boyd,,,,,yards
AJ Cole punts 47 yards downed by Nate Hobbs,AJ Cole,47.0,,,,,Nate Hobbs,,,,,yards
Braden Mann punts 55 yards returned by Jaydon Mickens for 4 yards (tackle by LaRoy Reynolds),Braden Mann,55.0,Jaydon Mickens,4.0,LaRoy Reynolds,,,,,,,yards  yards (
Jake Bailey punts 49 yards returned by Marquez Stevenson for 15 yards (tackle by Jahlani Tavai),Jake Bailey,49.0,Marquez Stevenson,15.0,Jahlani Tavai,,,,,,,yards  yards (
Sam Martin punts 56 yards returned by Hunter Renfrow for 6 yards (tackle by P.J. Locke),Sam Martin,56.0,Hunter Renfrow,6.0,P.J. Locke,,,,,,,yards  yards (
Logan Cooke punts 59 yards returned by Braxton Berrios for 12 yards (tackle by Damien Wilson),Logan Cooke,59.0,Braxton Berrios,12.0,Damien Wilson,,,,,,,yards  yards (
Riley Dixon punts 38 yards returned by Jalen Reagor for 14 yards (tackle by Darqueze Dennard and Elijhaa Penny),Riley Dixon,38.0,Jalen Reagor,14.0,Darqueze Dennard and Elijhaa Penny,,,,,,,yards  yards (
Tress Way punts 56 yards touchback.,Tress Way,56.0,,,,,,,,,touchback,yards .
Pat O'Donnell punts 28 yards downed by Caleb Johnson,Pat O'Donnell,28.0,,,,,Caleb Johnson,,,,,yards
Lac Edwards punts 40 yards returned by Kenjon Barner for 4 yards (tackle by Jermaine Carter),Lac Edwards,40.0,Kenjon Barner,4.0,Jermaine Carter,,,,,,,yards  yards (
Jake Bailey punts 63 yards returned by Marquez Stevenson for 15 yards (tackle by Brandon King),Jake Bailey,63.0,Marquez Stevenson,15.0,Brandon King,,,,,,,yards  yards (
Jack Fox punts 57 yards fair catch by Avery Williams at ATL-11,Jack Fox,57.0,Avery Williams,,,,,,,ATL-11,,yards
Tress Way punts 42 yards fair catch by CeeDee Lamb at DAL-11,Tress Way,42.0,CeeDee Lamb,,,,,,,DAL-11,,yards
Lac Edwards punts 50 yards returned by Kenjon Barner for 9 yards (tackle by Giovanni Ricci),Lac Edwards,50.0,Kenjon Barner,9.0,Giovanni Ricci,,,,,,,yards  yards (
Riley Dixon punts 33 yards fair catch by Jalen Reagor at PHI-17,Riley Dixon,33.0,Jalen Reagor,,,,,,,PHI-17,,yards
Pat O'Donnell punts 43 yards returned by Freddie Swain for 15 yards (tackle by Patrick Scales),Pat O'Donnell,43.0,Freddie Swain,15.0,Patrick Scales,,,,,,,yards  yards (
Michael Dickson punts 25 yards fair catch by Dazz Newsome at CHI-18,Michael Dickson,25.0,Dazz Newsome,,,,,,,CHI-18,,yards
Sam Martin punts 40 yards fair catch by Hunter Renfrow at LV-13,Sam Martin,40.0,Hunter Renfrow,,,,,,,LV-13,,yards
Johnny Townsend punts 41 yards out of bounds,Johnny Townsend,41.0,,,,,,,,,out of bounds,yards
Jordan Berry punts 39 yards fair catch by Cooper Kupp at LA-12,Jordan Berry,39.0,Cooper Kupp,,,,,,,LA-12,,yards
Lac Edwards punts 55 yards returned by Kenjon Barner for 20 yards (tackle by Tommy Tremble and J.J. Jansen),Lac Edwards,55.0,Kenjon Barner,20.0,Tommy Tremble and J.J. Jansen,,,,,,,yards  yards (
Riley Dixon punts 33 yards returned by Jalen Reagor for 39 yards (tackle by Devontae Booker),Riley Dixon,33.0,Jalen Reagor,39.0,Devontae Booker,,,,,,,yards  yards (
Johnny Hekker punts 55 yards fair catch by Dede Westbrook at MIN-12,Johnny Hekker,55.0,Dede Westbrook,,,,,,,MIN-12,,yards
Tress Way punts 53 yards downed by Dyami Brown,Tress Way,53.0,,,,,Dyami Brown,,,,,yards
Sam Koch punts 43 yards fair catch by Trent Taylor at CIN-14,Sam Koch,43.0,Trent Taylor,,,,,,,CIN-14,,yards
Bryan Anger punts 54 yards returned by DeAndre Carter for 7 yards (tackle by Jeremy Sprinkle),Bryan Anger,54.0,DeAndre Carter,7.0,Jeremy Sprinkle,,,,,,,yards  yards (
Jordan Berry punts 40 yards returned by Brandon Powell for 61 yards touchdown,Jordan Berry,40.0,Brandon Powell,61.0,,,,,,,touchdown,yards  yards
Riley Dixon punts 31 yards out of bounds,Riley Dixon,31.0,,,,,,,,,out of bounds,yards
Lac Edwards punts 48 yards returned by Kenjon Barner for 6 yards (tackle by Julian Stanford),Lac Edwards,48.0,Kenjon Barner,6.0,Julian Stanford,,,,,,,yards  yards (
Tress Way punts 53 yards downed by Darrick Forrest,Tress Way,53.0,,,,,Darrick Forrest,,,,,yards
Bryan Anger punts 62 yards downed by C.J. Goodwin,Bryan Anger,62.0,,,,,C.J. Goodwin,,,,,yards
Riley Dixon punts 36 yards returned by Jalen Reagor for 1 yard (tackle by Julian Love),Riley Dixon,36.0,Jalen Reagor,1.0,Julian Love,,,,,,,yards  yard (
blocked by Corey Clement touchdown,,,,,,,,,,,touchdown,blocked by Corey Clement
Sam Martin punts 45 yards fair catch by Hunter Renfrow at LV-11,Sam Martin,45.0,Hunter Renfrow,,,,,,,LV-11,,yards
Sterling Hofrichter punts 34 yards returned by Alex Erickson for 6 yards (tackle by Ross Cockrell). Penalty on Andrew Adams: Offensive Holding 10 yards (accepted),Sterling Hofrichter,34.0,Alex Erickson,6.0,Ross Cockrell,Andrew Adams,,,,,,yards  yards (.  Offensive Holding 10 yards (accepted)
Michael Dickson punts 41 yards touchback.,Michael Dickson,41.0,,,,,,,,,touchback,yards .
